Date,Open,High,Low,Last,Volume,Open Interest
2000/12/29,339.5,343.5,337.5,342,174,2957
2000/12/28,341,341.5,338.5,339,0,0
2000/12/27,341,341,339,340,0,0
2000/12/26,342.5,343.75,341.5,342,0,0
2000/12/22,344,345,343,343,0,0
2000/12/21,339,342.5,338.75,342.25,0,0
2000/12/20,342,342.5,338,339,0,0
2000/12/19,331,334,329.5,334,0,0
2000/12/18,330.5,331.5,329.5,331.25,0,0
2000/12/15,331,331,329,329.75,0,0
2000/12/14,330,330.75,328.5,330,0,0
2000/12/13,330,331.75,329.5,329.5,0,0
2000/12/12,331.25,333.5,330.25,330.5,0,0
2000/12/11,332,333,330,330.5,0,0
2000/12/8,331.5,334,330,333.25,0,0
2000/12/7,337.25,337.25,331.75,331.75,0,0
2000/12/6,337.5,337.5,333.75,336,0,0
2000/12/5,337.5,337.75,335.5,337.5,0,0
2000/12/4,338.75,338.75,336,337.75,0,0
2000/12/1,335.75,339.5,335.75,338.5,0,0
2000/11/30,336,338.25,334.75,336,0,0
2000/11/29,339.75,340.25,334,335.25,0,0
2000/11/28,341.75,342.25,339.75,341,0,0
2000/11/27,347.5,347.5,343,344,0,0
2000/11/24,343.5,347.5,343.5,346,0,0
2000/11/22,342.75,343,342,342.25,0,0
2000/11/21,341.5,341.5,339,341,0,0
2000/11/20,344.5,344.75,342.25,342.5,0,0
2000/11/17,342.5,343.25,342,342,0,0
2000/11/16,344,344,338.75,341,0,0
2000/11/15,343,344.25,342.25,344,0,0
2000/11/14,346.5,346.5,343.5,343.5,0,0
2000/11/13,345.5,346.5,344.75,346.5,0,0
2000/11/10,345.5,348,343.75,347.75,0,0
2000/11/9,349,349,345.75,346,0,0
2000/11/8,348,350.5,347.5,350.5,0,0
2000/11/7,346.5,347.75,346.25,346.75,0,0
2000/11/6,349,351,347.5,347.75,0,0
2000/11/3,342,350.25,342,348.75,0,0
2000/11/2,342,342.5,340.5,342.25,0,0
2000/11/1,339.25,340.75,338.5,339,0,0
2000/10/31,339,342.25,338,338.5,0,0
2000/10/30,344.5,344.5,339.5,341.5,0,0
2000/10/27,342.25,344.5,342,343.75,0,0
2000/10/26,340.75,342.5,340.5,340.75,0,0
2000/10/25,343,343,340.5,340.75,0,0
2000/10/24,342,342.5,339.75,341.75,0,0
2000/10/23,343.75,344,342,342.25,0,0
2000/10/20,345,349,345,347.25,0,0
2000/10/19,347.5,349.25,346,346.25,0,0
2000/10/18,350,350.5,346.5,347,0,0
2000/10/17,356.5,356.75,352.5,353.25,0,0
2000/10/16,353,359,353,358.5,0,0
2000/10/13,355,357,353.5,354.5,0,0
2000/10/12,357,360.75,356,357.5,0,0
2000/10/11,353,355.5,351.75,353.75,0,0
2000/10/10,348.25,351.75,348.25,351.5,0,0
2000/10/9,345.5,346,345,346,0,0
2000/10/6,347,347.25,345,345.25,0,0
2000/10/5,345.5,346,344.5,344.5,0,0
2000/10/4,347,348.5,347,348,0,0
2000/10/3,346,347.25,346,347.25,0,0
2000/10/2,346.5,348.25,346,346.5,0,0
2000/9/29,345.5,346.25,343.25,345.25,0,0
2000/9/28,338.5,342.25,338.5,340,0,0
2000/9/27,333,338.5,332.5,337.75,0,0
2000/9/26,333.25,334.5,333.25,333.5,0,0
2000/9/25,333.5,333.75,332,332,0,0
2000/9/22,331,331.75,330,331.75,0,0
2000/9/21,329,329,328.25,328.5,0,0
2000/9/20,320,323.75,320,321.5,0,0
2000/9/19,324.5,325,320.75,321,0,0
2000/9/18,322,325.5,320.75,325.25,0,0
2000/9/15,324.5,324.75,322.5,323,0,0
2000/9/14,324.5,326.5,323.25,324.25,0,0
2000/9/13,329.5,329.5,325.5,326,0,0
2000/9/12,327,329.75,326.25,328.25,0,0
2000/9/11,330,332.75,330,331.25,0,0
2000/9/8,330.25,331.75,330.25,331,0,0
2000/9/7,327,330,327,329.25,0,0
2000/9/6,330,330.5,328.25,328.25,0,0
2000/9/5,333,334.75,332,332,0,0
2000/9/1,331.25,332.5,329.75,331,0,0
2000/8/31,330,332.5,328.5,331.75,0,0
2000/8/30,332.5,333.75,328.25,328.5,0,0
2000/8/29,330,333.75,330,333.25,0,0
2000/8/28,326,329.5,326,329.25,0,0
2000/8/25,325,328.5,325,325.25,0,0
2000/8/24,322,324,321.5,323.75,0,0
2000/8/23,321,322,320.5,321.75,0,0
2000/8/22,322,323,321.75,321.75,0,0
2000/8/21,321,322.75,320.5,321,0,0
2000/8/18,322,323.75,320.5,321.5,0,0
2000/8/17,324.75,326.5,322,322.75,0,0
2000/8/16,321,325.25,321,324,0,0
2000/8/15,318,321.5,318,321,0,0
2000/8/14,318,320,317.75,318.5,0,0
2000/8/11,318,320,317.75,318.25,0,0
2000/8/10,322,322,320.25,320.5,0,0
2000/8/9,323,323.75,321,321.75,0,0
2000/8/8,321,323.75,321,323.75,0,0
2000/8/7,325.25,325.25,321.25,321.25,0,0
2000/8/4,326.5,327,324.75,324.75,0,0
2000/8/3,327.25,328,326.75,327.5,0,0
2000/8/2,330,330,328.25,328.25,0,0
2000/8/1,331.5,331.5,327.5,329,0,0
2000/7/31,329.5,329.5,328,329,0,0
2000/7/28,331.5,334.5,330.75,331,0,0
2000/7/27,332.25,332.25,330,331.25,0,0
2000/7/26,332,332.75,330,330.25,0,0
2000/7/25,332.75,333,329,331.75,0,0
2000/7/24,336,336,331.5,332.75,0,0
2000/7/21,336.5,336.75,334.75,336.75,0,0
2000/7/20,322,322.75,321.75,322,0,0
2000/7/19,318,321.25,318,321.25,0,0
2000/7/18,320.75,321.5,318.25,319.5,0,0
2000/7/17,322.5,322.5,320.5,320.75,0,0
2000/7/14,326.5,326.5,322.75,324.75,0,0
2000/7/13,326,327.5,325.75,327,0,0
2000/7/12,325.5,326.5,322.75,326,0,0
2000/7/11,331.5,332,329.5,329.5,0,0
2000/7/10,326,331.5,326,331,0,0
2000/7/7,332.5,333.5,329.5,330,0,0
2000/7/6,335,335,330,331,0,0
2000/7/5,337,339.5,333.5,334.5,0,0
2000/7/3,339,340.25,334,337.75,0,0
2000/6/30,344,344.25,339,339.5,0,0
2000/6/29,348,349,346.5,347.5,0,0
2000/6/28,348,349.75,346,346,0,0
2000/6/27,352,353,350,350.5,0,0
2000/6/26,349,351,349,350.75,0,0
2000/6/23,354,354,348.5,349.5,0,0
2000/6/22,355,355,353,354.5,0,0
2000/6/21,353.5,356,351,353,0,0
2000/6/20,347,352.75,346,350.5,0,0
2000/6/19,346,347,344.5,347,0,0
2000/6/16,346.5,347.75,345.75,346,0,0
2000/6/15,346,346.5,345.25,345.5,0,0
2000/6/14,344.5,346.25,343.25,345,0,0
2000/6/13,347,347.75,344,345.5,0,0
2000/6/12,345,347.5,345,346,0,0
2000/6/9,347.5,349.5,347,349.25,0,0
2000/6/8,349,349,347.25,347.5,0,0
2000/6/7,347,348,343.75,348,0,0
2000/6/6,347.5,349.5,345.5,349.25,0,0
2000/6/5,349.5,349.75,345.75,347.5,0,0
2000/6/2,349.25,351,346.75,351,0,0
2000/6/1,353,353.5,348,348.25,0,0
2000/5/31,352.25,353.25,351.75,352.25,0,0
2000/5/30,353,353.5,350,352.75,0,0
2000/5/26,359,359,354.75,357.75,0,0
2000/5/25,360,361,356,358.5,0,0
2000/5/24,360,361,358.5,359.25,0,0
2000/5/23,358.75,364.25,358.5,360.75,0,0
2000/5/22,355,360,355,358.75,0,0
2000/5/19,340,342.5,339.5,342,0,0
2000/5/18,344,345.5,338.75,339.5,0,0
2000/5/17,343,344,340.25,341.5,0,0
2000/5/16,346,348.75,343.75,344,0,0
2000/5/15,345.5,347.5,342.75,346.5,0,0
2000/5/12,347,349,345.25,347.75,0,0
2000/5/11,344,348.75,342.5,348.5,0,0
2000/5/10,344,346,342,345.25,0,0
2000/5/9,346,346,339,342,0,0
2000/5/8,346,349,344,346.5,0,0
2000/5/5,350,352,347.5,350.5,0,0
2000/5/4,349,353,348.25,352,0,0
2000/5/3,344,353,344,349.25,0,0
2000/5/2,342,344.5,341,343,0,0
2000/5/1,339,344,337,341.5,0,0
2000/4/28,336,336,333,334.75,0,0
2000/4/27,337,337,334,334.5,0,0
2000/4/26,341.5,342,337,338,0,0
2000/4/25,342,342,340,340.5,0,0
2000/4/24,341,342,338.75,341.25,0,0
2000/4/20,339,342,337.75,342,0,0
2000/4/19,339,340.5,336.75,340.25,0,0
2000/4/18,339.5,340.5,336.75,339.25,0,0
2000/4/17,341,342.25,339.25,340.25,0,0
2000/4/14,344.75,345.25,340,340.25,0,0
2000/4/13,341.25,344,341,343.25,0,0
2000/4/12,342,342.75,341,341.75,0,0
2000/4/11,342,343,340.75,340.75,0,0
2000/4/10,342,343,340.75,341.5,0,0
2000/4/7,342,344.5,340,344.5,0,0
2000/4/6,342,343.5,342,343,0,0
2000/4/5,342,345.25,341.75,345.25,0,0
2000/4/4,342.5,342.75,340,342.25,0,0
2000/4/3,348,349.75,342.5,342.5,0,0
2000/3/31,344.5,347.5,343.5,346.25,0,0
2000/3/30,338,341,338,340.75,0,0
2000/3/29,337.75,338.25,336.25,337,0,0
2000/3/28,341.5,341.5,336,336.75,0,0
2000/3/27,341.5,343.25,341,343,0,0
2000/3/24,341,341.75,339.5,341,0,0
2000/3/23,343,343.5,340,340,0,0
2000/3/22,333,335,330.5,334.75,0,0
2000/3/21,335,335,330.5,332.25,0,0
2000/3/20,334.5,335.25,333,334.5,0,0
2000/3/17,338.5,340.25,336,338.25,0,0
2000/3/16,335.5,338.75,335.25,335.5,0,0
2000/3/15,339.5,339.5,336.5,337,0,0
2000/3/14,333.5,340.75,333.5,339.75,0,0
2000/3/13,333.5,333.5,331.75,332.75,0,0
2000/3/10,333,333.5,330,330.5,0,0
2000/3/9,335,335.25,331.5,332.5,0,0
2000/3/8,329.75,331,329.5,330.75,0,0
2000/3/7,332,333.25,330.5,330.75,0,0
2000/3/6,330,332.5,329.5,332,0,0
2000/3/3,329,331,329,330.5,0,0
2000/3/2,330,330,328,329.5,0,0
2000/3/1,330.5,333,329.75,330.5,0,0
2000/2/29,327,330.75,327,330.25,0,0
2000/2/28,330.5,330.5,327,327.5,0,0
2000/2/25,336,336,328,330.5,0,0
2000/2/24,334.5,335.75,333.75,335.5,0,0
2000/2/23,340,340,334.5,335,0,0
2000/2/22,342.5,343.75,341,341.5,0,0
2000/2/18,340,342,339.25,342,0,0
2000/2/17,342.5,342.5,340.25,340.5,0,0
2000/2/16,344.5,344.5,342,342.5,0,0
2000/2/15,342,344.5,341.5,343.5,0,0
2000/2/14,344.5,346.5,343,343.5,0,0
2000/2/11,347,348.5,343,343.5,0,0
2000/2/10,342,349,341.25,347.5,0,0
2000/2/9,335,341,335,340.75,0,0
2000/2/8,335,337.5,335,336.25,0,0
2000/2/7,336,337.25,335.5,336,0,0
2000/2/4,331,336,330,334.5,0,0
2000/2/3,334,335.5,330,332.25,0,0
2000/2/2,336.25,339.5,335,335,0,0
2000/2/1,337.5,337.75,335,337.25,0,0
2000/1/31,338,338,336,336,0,0
2000/1/28,342.5,343,339,339.25,0,0
2000/1/27,339.25,343,339,342,0,0
2000/1/26,343,343.25,340,340.25,0,0
2000/1/25,344.5,345.5,344,344.25,0,0
2000/1/24,344,346.75,344,345.25,0,0
2000/1/21,344.25,345,342.5,343.5,0,0
2000/1/20,345.5,346,344,344.25,0,0
2000/1/19,341.5,346,341,345.75,0,0
2000/1/18,340.5,341.5,339.5,340.5,0,0
2000/1/14,342,348,341.5,341.75,0,0
2000/1/13,339.5,344,339.5,343,0,0
2000/1/12,338.5,341,338,340,0,0
2000/1/11,336,336.75,335.5,335.5,0,0
2000/1/10,334,336.5,333.5,335,0,0
2000/1/7,332,335,332,334.25,0,0
2000/1/6,333.25,334.5,332.5,332.5,0,0
2000/1/5,333.75,333.75,332.5,332.75,0,0
2000/1/4,332.5,334.5,329.5,333.25,0,0
2000/1/3,336.5,336.5,331.25,332.5,0,0
1999/12/30,334.5,335.25,333,333.25,0,0
1999/12/29,332,333.25,332,333.25,0,0
1999/12/28,333.75,333.75,332.5,332.5,0,0
1999/12/27,336.5,336.5,333,333,0,0
1999/12/23,333.5,335,332.5,334.5,0,0
1999/12/22,332,332,332,332,0,0
1999/12/21,332,333.5,331.5,331.5,0,0
1999/12/20,325,327.75,325,327,0,0
1999/12/17,322,323.75,322,323.25,0,0
1999/12/16,322,324,321,321,0,0
1999/12/15,323,323.25,320,321.25,0,0
1999/12/14,322,322.75,321.5,321.75,0,0
1999/12/13,324,324,321,321,0,0
1999/12/10,323.5,326,323.5,326,0,0
1999/12/9,326,327.25,325,325,0,0
1999/12/8,327,328.25,326,326.5,0,0
1999/12/7,329,330,328.5,329,0,0
1999/12/6,327,331.25,327,330.5,0,0
1999/12/3,331,332.25,327.5,328,0,0
1999/12/2,336,337,332.5,332.5,0,0
1999/12/1,337,337.5,336,336,0,0
1999/11/30,333,335.5,333,335.5,0,0
1999/11/29,335,335,332,332,0,0
1999/11/26,334.75,334.75,332.5,333,0,0
1999/11/24,339,339.5,334,334.75,0,0
1999/11/23,335,339,335,338,0,0
1999/11/22,336,337.5,334.25,337.5,0,0
1999/11/19,335,336.5,334,336.25,0,0
1999/11/18,337.5,338.25,335.25,335.5,0,0
1999/11/17,342,342.25,338.75,339,0,0
1999/11/16,346.25,346.5,342,343.5,0,0
1999/11/15,341,343,340.75,343,0,0
1999/11/12,338,339.25,337,339,0,0
1999/11/11,338,338.5,336.5,338.5,0,0
1999/11/10,341,342,338,338,0,0
1999/11/9,344,344,341.5,341.75,0,0
1999/11/8,343,344.5,343,344.25,0,0
1999/11/5,344,344,341.5,342,0,0
1999/11/4,344,344,342.5,343,0,0
1999/11/3,341.5,344,341.5,342,0,0
1999/11/2,343.25,343.25,341,341.5,0,0
1999/11/1,342,342.75,341,341.25,0,0
1999/10/29,344.75,344.75,341,341.75,0,0
1999/10/28,346.5,346.5,344.5,344.5,0,0
1999/10/27,342,345.5,342,344,0,0
1999/10/26,348.5,350,343,343,0,0
1999/10/25,348.5,349,348.5,348.5,0,0
1999/10/22,346.5,347,344.75,345.5,0,0
1999/10/21,344,345,343,344,0,0
1999/10/20,347.5,347.75,344,344.25,0,0
1999/10/19,349,349,347,347.25,0,0
1999/10/18,343,348.5,343,347.25,0,0
1999/10/15,346,346,343,344,0,0
1999/10/14,345,345.5,344,345,0,0
1999/10/13,350,350,344.5,345,0,0
1999/10/12,349,351.5,349,350,0,0
1999/10/11,347,349,344.75,349,0,0
1999/10/8,349.25,349.25,346.5,347,0,0
1999/10/7,349.5,351.5,347.5,348.5,0,0
1999/10/6,347.25,350.5,346.5,350.5,0,0
1999/10/5,351.5,351.5,348.5,348.5,0,0
1999/10/4,347.5,350.5,347.5,350.5,0,0
1999/10/1,352.75,352.75,349,349,0,0
1999/9/30,357.5,358.5,353.5,353.5,0,0
1999/9/29,366,366,361.5,361.5,0,0
1999/9/28,363,365.5,363,365.5,0,0
1999/9/27,360,361,356,361,0,0
1999/9/24,356,360,356,359.5,0,0
1999/9/23,350,353.5,350,353.5,0,0
1999/9/22,354.75,354.75,350,350,0,0
1999/9/21,345.25,347,342.5,344.5,0,0
1999/9/20,347.5,348,345,345.25,0,0
1999/9/17,351,351,348.25,348.5,0,0
1999/9/16,351,352,348.5,351.25,0,0
1999/9/15,356.75,356.75,350.75,351,0,0
1999/9/14,357,358.5,356,358,0,0
1999/9/13,360,360,356.75,359,0,0
1999/9/10,356.5,360.25,356.5,360.25,0,0
1999/9/9,361,362,357,358.75,0,0
1999/9/8,362,364.5,361.5,362,0,0
1999/9/7,366,369.5,364.5,367,0,0
1999/9/3,360,362.75,359.25,362.75,0,0
1999/9/2,355,358.5,353.5,357.25,0,0
1999/9/1,353,356,352.25,355.5,0,0
1999/8/31,350,353.25,349.5,353,0,0
1999/8/30,351,351.25,349,349.25,0,0
1999/8/27,353,353.5,350.25,351,0,0
1999/8/26,353,356,353,354.25,0,0
1999/8/25,354.5,355.5,352,354.5,0,0
1999/8/24,357.5,357.75,353.75,355.5,0,0
1999/8/23,356,359,355,358,0,0
1999/8/20,362,362.5,359,359.75,0,0
1999/8/19,362,363,359,362.5,0,0
1999/8/18,358.5,362.25,356.75,360.5,0,0
1999/8/17,365.5,366,361.5,361.75,0,0
1999/8/16,361,362,352,362,0,0
1999/8/13,351,359.5,351,359,0,0
1999/8/12,355,359.5,350.5,351.25,0,0
1999/8/11,366,367,361,361.75,0,0
1999/8/10,369,372,368,368.5,0,0
1999/8/9,365,368.5,364,368,0,0
1999/8/6,362,370,362,365.75,0,0
1999/8/5,359,365.5,359,363,0,0
1999/8/4,356,362,356,361.25,0,0
1999/8/3,368,368,357,357.5,0,0
1999/8/2,358,370,358,368.5,0,0
1999/7/30,350.5,354.5,349.5,353.5,0,0
1999/7/29,349.5,350.5,348,350.5,0,0
1999/7/28,353,357,351.5,352,0,0
1999/7/27,354.5,354.5,351.75,353.5,0,0
1999/7/26,351,357,351,356.5,0,0
1999/7/23,359,363,357,358.25,0,0
1999/7/22,351.5,351.5,345.75,350,0,0
1999/7/21,336,340.25,334,338.75,0,0
1999/7/20,339,339.75,335,336,0,0
1999/7/19,342,342,337,338,0,0
1999/7/16,335.5,336.5,333.25,336.25,0,0
1999/7/15,338,340.75,337,337.25,0,0
1999/7/14,333.5,336.25,332.25,334.25,0,0
1999/7/13,334.5,335.75,333.25,333.25,0,0
1999/7/12,335.5,339,334,335.25,0,0
1999/7/9,337.5,339.25,336,336.75,0,0
1999/7/8,339.5,341,337.5,337.75,0,0
1999/7/7,338,338.5,333.5,338.25,0,0
1999/7/6,335,337.75,332,336.25,0,0
1999/7/2,345,345,339.25,340,0,0
1999/7/1,347.5,347.5,343,343,0,0
1999/6/30,352.5,352.5,346.5,349,0,0
1999/6/29,360,362,352.5,354,0,0
1999/6/28,358.5,362.75,357,358.25,0,0
1999/6/25,355.5,358,353.75,356.5,0,0
1999/6/24,350,355.25,348.5,355,0,0
1999/6/23,346.5,350.75,346.5,350.5,0,0
1999/6/22,351,351,346,346.25,0,0
1999/6/21,348.25,351,348.25,349.25,0,0
1999/6/18,350,351.75,348,348.25,0,0
1999/6/17,353,354,348,348.25,0,0
1999/6/16,351.5,355.5,351.5,352,0,0
1999/6/15,353,357,352.5,353,0,0
1999/6/14,350,355,346.5,354.25,0,0
1999/6/11,360,363.75,351,352,0,0
1999/6/10,356,361,356,359.5,0,0
1999/6/9,350,357.25,350,352.5,0,0
1999/6/8,351,352.75,349.75,350.5,0,0
1999/6/7,353,356.5,352,352.25,0,0
1999/6/4,351,353,347.5,348,0,0
1999/6/3,348,353.25,347.5,350.5,0,0
1999/6/2,339,345,338,344.75,0,0
1999/6/1,333,337.5,332,336,0,0
1999/5/28,335,339,335,335.75,0,0
1999/5/27,334.5,335.25,332.5,334.75,0,0
1999/5/26,335,336.25,333.25,333.75,0,0
1999/5/25,335,336,335,335.25,0,0
1999/5/24,335,335,332.25,334,0,0
1999/5/21,339,339.25,335.5,336.25,0,0
1999/5/20,341,341.25,339,340,0,0
1999/5/19,337.5,337.5,334,334.5,0,0
1999/5/18,337.25,337.5,331,336.75,0,0
1999/5/17,336,337.5,335,337.25,0,0
1999/5/14,341,342.5,332.25,334.5,0,0
1999/5/13,345,346,341.5,342,0,0
1999/5/12,337,341.5,337,340.5,0,0
1999/5/11,328,338,327.5,338,0,0
1999/5/10,329.5,330,326.75,328,0,0
1999/5/7,329.5,329.75,326,328.25,0,0
1999/5/6,330,330.5,328,328.25,0,0
1999/5/5,330.5,331.25,329,329.75,0,0
1999/5/4,331,332.5,329,330.75,0,0
1999/5/3,334,334,330.5,330.75,0,0
1999/4/30,334.5,335.5,332.75,333,0,0
1999/4/29,339,339,334.5,334.5,0,0
1999/4/28,336,337.5,334.5,337.5,0,0
1999/4/27,340.5,340.5,335.5,336,0,0
1999/4/26,339.5,340.25,336.75,339.25,0,0
1999/4/23,343.5,345,340,341.5,0,0
1999/4/22,346.5,348,343,343,0,0
1999/4/21,347,348,345.5,345.5,0,0
1999/4/20,345,348.5,343,346.5,0,0
1999/4/19,340,344.5,339.25,341,0,0
1999/4/16,345,347,341.75,342,0,0
1999/4/15,343.5,346,343,344.5,0,0
1999/4/14,343.5,346.75,342.75,343,0,0
1999/4/13,344,345.75,340.5,342,0,0
1999/4/12,348,348,344,344,0,0
1999/4/9,346.5,347,344,346,0,0
1999/4/8,348,349.5,346,346.25,0,0
1999/4/7,350,350.75,345,349,0,0
1999/4/6,354,355.25,350.25,351.5,0,0
1999/4/5,350,354.5,350,354,0,0
1999/4/1,356,356.5,347.5,350.25,0,0
1999/3/31,368,368,355,355.75,0,0
1999/3/30,369.5,372,368.25,369.5,0,0
1999/3/29,365.5,373,365,372.25,0,0
1999/3/26,366.75,372.5,365.25,367.5,0,0
1999/3/25,358.5,368,358.5,367.25,0,0
1999/3/24,365,366.5,358,361.25,0,0
1999/3/23,362.5,365.25,353,362.75,0,0
1999/3/22,360,362,358,361.5,0,0
1999/3/19,356.5,360,355.5,359.5,0,0
1999/3/18,361,361.75,357.5,358.75,0,0
1999/3/17,359,363,358,360,0,0
1999/3/16,351,359,349.5,359,0,0
1999/3/15,350,352.25,348,351.75,0,0
1999/3/12,354.75,356,351.5,352,0,0
1999/3/11,354.5,356,349.5,354.75,0,0
1999/3/10,346,355,346,354.25,0,0
1999/3/9,349,350.5,344.5,344.75,0,0
1999/3/8,348,353.5,348,348.75,0,0
1999/3/5,340.5,348,339.5,347.75,0,0
1999/3/4,338,346,338,341.75,0,0
1999/3/3,338.5,341,336.5,336.75,0,0
1999/3/2,334,339.5,334,339.25,0,0
1999/3/1,331,335,331,333,0,0
1999/2/26,330,331,327.5,330,0,0
1999/2/25,332.75,336,328.5,329,0,0
1999/2/24,343.5,343.5,332,332.75,0,0
1999/2/23,346.5,346.5,343.5,343.75,0,0
1999/2/22,344,345.5,342.25,344,0,0
1999/2/19,348.5,348.5,344.5,345,0,0
1999/2/18,348,350,346,349,0,0
1999/2/17,350,350,343.5,349.5,0,0
1999/2/16,357,357,350.5,351,0,0
1999/2/12,357,357.25,354,355.25,0,0
1999/2/11,361.5,361.5,357,357.75,0,0
1999/2/10,359,361.5,358,361.25,0,0
1999/2/9,359.5,362,358.75,361.75,0,0
1999/2/8,362,362.5,360.5,360.75,0,0
1999/2/5,360.5,362.25,360.5,362,0,0
1999/2/4,357.5,360,356.75,360,0,0
1999/2/3,360.625,361,355.625,357.375,0,0
1999/2/2,357,358,355.75,357,0,0
1999/2/1,359.75,359.75,355.75,357.75,0,0
1999/1/29,362,364.25,361.5,362.25,0,0
1999/1/28,363.5,366.75,361.5,361.5,0,0
1999/1/27,361.5,363.5,361.5,363,0,0
1999/1/26,361,364.75,361,362,0,0
1999/1/25,360,360,357.75,359.75,0,0
1999/1/22,362,363,360.5,362,0,0
1999/1/21,359.75,360.25,356.25,360,0,0
1999/1/20,360.75,361.75,360.5,361,0,0
1999/1/19,363,363,358,360,0,0
1999/1/15,366.5,366.5,365.25,366,0,0
1999/1/14,364.5,366.5,364.5,366,0,0
1999/1/13,367,367,362.5,363,0,0
1999/1/12,370,372.25,369,369,0,0
1999/1/11,373.5,373.5,370.75,371.25,0,0
1999/1/8,369.25,372.75,369.25,372.5,0,0
1999/1/7,368,369.5,367.5,368.75,0,0
1999/1/6,367,368.75,366,368.5,0,0
1999/1/5,368,368,365.5,365.75,0,0
1999/1/4,368,368,366.25,367,0,0
1998/12/31,368,369.5,366.5,369.5,0,0
1998/12/30,369.5,369.5,367.5,367.5,0,0
1998/12/29,371.5,371.75,370,371.5,0,0
1998/12/28,371,371,370,370.5,0,0
1998/12/24,368,369.5,366.5,369,0,0
1998/12/23,366,366.5,363,363,0,0
1998/12/22,366,366.75,364,364.5,0,0
1998/12/21,361,362.25,358.75,361.75,0,0
1998/12/18,359,360.75,357.75,360,0,0
1998/12/17,363,364.5,359.5,359.75,0,0
1998/12/16,358,363,358,361.5,0,0
1998/12/15,363,363,357,357.5,0,0
1998/12/14,358,363,356,359.625,0,0
1998/12/11,362,362,358.5,359.25,0,0
1998/12/10,361,363.25,358.5,361.5,0,0
1998/12/9,365,367.375,359.625,360,0,0
1998/12/8,366,366,363,365.75,0,0
1998/12/7,371.5,371.5,366.5,367,0,0
1998/12/4,369,371.75,368,368,0,0
1998/12/3,369,370,367.5,368.75,0,0
1998/12/2,370.5,371.25,369.5,369.75,0,0
1998/12/1,371.5,371.5,368,368,0,0
1998/11/30,375.5,376,371.5,372,0,0
1998/11/27,373,376.5,372.5,372.5,0,0
1998/11/25,369,372,369,370.5,0,0
1998/11/24,366,368,366,366.5,0,0
1998/11/23,368,369,364,365,0,0
1998/11/20,375,375.25,369.5,370,0,0
1998/11/19,377,378,375.5,375.75,0,0
1998/11/18,375.5,379,375,377.5,0,0
1998/11/17,374.25,375.5,373.5,374,0,0
1998/11/16,372,373.75,372,372.5,0,0
1998/11/13,375,377,372,372.25,0,0
1998/11/12,375,380,375,376.5,0,0
1998/11/11,376,377.5,373.5,374.5,0,0
1998/11/10,377,377,373,374,0,0
1998/11/9,374,375,372,373,0,0
1998/11/6,371,375.75,370.5,372.75,0,0
1998/11/5,367,372.5,367,369,0,0
1998/11/4,363,369.25,363,365,0,0
1998/11/3,366.5,370,364.5,366,0,0
1998/11/2,374,374,366,367,0,0
1998/10/30,378,378.5,375.5,376,0,0
1998/10/29,376.5,380,371,371,0,0
1998/10/28,376,378.75,373.5,374,0,0
1998/10/27,381,381,375,375,0,0
1998/10/26,376,381,375.75,379.5,0,0
1998/10/23,377.5,378.5,375,376,0,0
1998/10/22,370,377.5,370,375.25,0,0
1998/10/21,370,372,369,369,0,0
1998/10/20,373,375.5,368,369,0,0
1998/10/19,373.5,378.5,373,373.25,0,0
1998/10/16,373.5,374.5,370.5,373.75,0,0
1998/10/15,372,372,370,370.5,0,0
1998/10/14,375,376,370.25,372.25,0,0
1998/10/13,369,376.75,369,374.5,0,0
1998/10/12,372,372.75,368.5,368.75,0,0
1998/10/9,375.5,379.5,373,373.25,0,0
1998/10/8,375,380,373.5,374.5,0,0
1998/10/7,382,382,373,377,0,0
1998/10/6,370.5,372,365.5,366,0,0
1998/10/5,364,374,364,370.5,0,0
1998/10/2,357,361,357,360,0,0
1998/10/1,354,355.5,353,353.5,0,0
1998/9/30,359.5,360,353.5,354.25,0,0
1998/9/29,362,362,360,360,0,0
1998/9/28,359,360.5,358,360.25,0,0
1998/9/25,361.5,366.5,359,359.75,0,0
1998/9/24,357,364,356.75,361.75,0,0
1998/9/23,359,362,356.5,356.75,0,0
1998/9/22,359.5,360,356.5,358,0,0
1998/9/21,339.25,352,339,351,0,0
1998/9/18,338.5,344.5,337.5,341.75,0,0
1998/9/17,335,341,333.5,338.25,0,0
1998/9/16,338.5,341,333,336,0,0
1998/9/15,336,340,332.5,339.5,0,0
1998/9/14,329,335,328,335,0,0
1998/9/11,326,331.5,325,330,0,0
1998/9/10,328,330.25,327,329.25,0,0
1998/9/9,336,336,327.5,327.75,0,0
1998/9/8,334,337,332.5,337,0,0
1998/9/4,329,332,329,330,0,0
1998/9/3,326,329,324,328.75,0,0
1998/9/2,327.5,329,326.5,327.5,0,0
1998/9/1,328,332,327,327.75,0,0
1998/8/31,332,333.5,329.5,330,0,0
1998/8/28,331,334,330,331.5,0,0
1998/8/27,328,333.5,325.25,332.75,0,0
1998/8/26,332.5,333,328,328.5,0,0
1998/8/25,337,337.5,332.5,333,0,0
1998/8/24,336,337,332.5,336.75,0,0
1998/8/21,339,339.5,334.25,335.5,0,0
1998/8/20,343,343,340,340.5,0,0
1998/8/19,345,348.25,343,344,0,0
1998/8/18,347.5,347.5,343,344.75,0,0
1998/8/17,348.5,351,347.75,348.75,0,0
1998/8/14,341,343.5,339,342.75,0,0
